module_id,title,subtitle,domain,category,status,dependencies,related_modules,difficulty,content_type
DIS-167,HPV Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to hpv prevention.",Disease Prevention,Respiratory and Infectious Prevention,pending,,,Foundation,foundational
DIS-168,Hepatitis Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to hepatitis prevention.",Disease Prevention,Respiratory and Infectious Prevention,pending,,,Foundation,foundational
DIS-169,Antibiotic Stewardship,"Prevention, risk factors, screening, evidence, and practical actions related to antibiotic stewardship.",Disease Prevention,Respiratory and Infectious Prevention,pending,,,Foundation,foundational
DIS-170,Indoor Air Quality,"Prevention, risk factors, screening, evidence, and practical actions related to indoor air quality.",Disease Prevention,Respiratory and Infectious Prevention,pending,,,Foundation,foundational
DIS-171,Ventilation and Infection Risk,"Prevention, risk factors, screening, evidence, and practical actions related to ventilation and infection risk.",Disease Prevention,Respiratory and Infectious Prevention,pending,,,Foundation,foundational
DIS-172,Masking in High-Risk Situations,"Prevention, risk factors, screening, evidence, and practical actions related to masking in high-risk situations.",Disease Prevention,Respiratory and Infectious Prevention,pending,,,Foundation,foundational
DIS-173,Immune Health Basics,"Prevention, risk factors, screening, evidence, and practical actions related to immune health basics.",Disease Prevention,Respiratory and Infectious Prevention,pending,,,Foundation,foundational
DIS-174,Building an Infection Prevention Plan,"Prevention, risk factors, screening, evidence, and practical actions related to building an infection prevention plan.",Disease Prevention,Respiratory and Infectious Prevention,pending,,,Foundation,foundational
DIS-175,Preventing Constipation,"Prevention, risk factors, screening, evidence, and practical actions related to preventing constipation.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-176,Preventing Diverticular Disease Complications,"Prevention, risk factors, screening, evidence, and practical actions related to preventing diverticular disease complications.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-177,Preventing GERD,"Prevention, risk factors, screening, evidence, and practical actions related to preventing gerd.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-178,Preventing Gallstones,"Prevention, risk factors, screening, evidence, and practical actions related to preventing gallstones.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-179,Preventing Peptic Ulcer Complications,"Prevention, risk factors, screening, evidence, and practical actions related to preventing peptic ulcer complications.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-180,H. pylori Awareness,"Prevention, risk factors, screening, evidence, and practical actions related to h. pylori awareness.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-181,Preventing Colorectal Polyps,"Prevention, risk factors, screening, evidence, and practical actions related to preventing colorectal polyps.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-182,Colorectal Cancer Screening,"Prevention, risk factors, screening, evidence, and practical actions related to colorectal cancer screening.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-183,Fiber and Digestive Health,"Prevention, risk factors, screening, evidence, and practical actions related to fiber and digestive health.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-184,Hydration and Digestive Health,"Prevention, risk factors, screening, evidence, and practical actions related to hydration and digestive health.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-185,Physical Activity and Gut Health,"Prevention, risk factors, screening, evidence, and practical actions related to physical activity and gut health.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-186,Food Safety and GI Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to food safety and gi prevention.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-187,Alcohol and Digestive Health,"Prevention, risk factors, screening, evidence, and practical actions related to alcohol and digestive health.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-188,NSAIDs and Stomach Risk,"Prevention, risk factors, screening, evidence, and practical actions related to nsaids and stomach risk.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-189,Healthy Weight and GERD Risk,"Prevention, risk factors, screening, evidence, and practical actions related to healthy weight and gerd risk.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-190,Preventing Hemorrhoids,"Prevention, risk factors, screening, evidence, and practical actions related to preventing hemorrhoids.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-191,Preventing Dehydration From GI Illness,"Prevention, risk factors, screening, evidence, and practical actions related to preventing dehydration from gi illness.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-192,Celiac Disease Awareness,"Prevention, risk factors, screening, evidence, and practical actions related to celiac disease awareness.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-193,Food Allergy Prevention and Safety,"Prevention, risk factors, screening, evidence, and practical actions related to food allergy prevention and safety.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-194,Lactose Intolerance Management,"Prevention, risk factors, screening, evidence, and practical actions related to lactose intolerance management.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-195,Gut Microbiome and Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to gut microbiome and prevention.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-196,Stress and Gut Symptoms,"Prevention, risk factors, screening, evidence, and practical actions related to stress and gut symptoms.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-197,Medication Effects on the Gut,"Prevention, risk factors, screening, evidence, and practical actions related to medication effects on the gut.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-198,Healthy Bowel Habits,"Prevention, risk factors, screening, evidence, and practical actions related to healthy bowel habits.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-199,Building a Digestive Prevention Plan,"Prevention, risk factors, screening, evidence, and practical actions related to building a digestive prevention plan.",Disease Prevention,Digestive and Gastrointestinal Prevention,pending,,,Foundation,foundational
DIS-200,Preventing Burnout,"Prevention, risk factors, screening, evidence, and practical actions related to preventing burnout.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-201,Preventing Chronic Stress,"Prevention, risk factors, screening, evidence, and practical actions related to preventing chronic stress.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-202,Preventing Social Isolation,"Prevention, risk factors, screening, evidence, and practical actions related to preventing social isolation.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-203,Reducing Depression Risk,"Prevention, risk factors, screening, evidence, and practical actions related to reducing depression risk.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-204,Reducing Anxiety Risk,"Prevention, risk factors, screening, evidence, and practical actions related to reducing anxiety risk.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-205,Sleep and Mental Health Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to sleep and mental health prevention.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-206,Exercise and Mental Health Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to exercise and mental health prevention.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-207,Social Connection and Mental Health,"Prevention, risk factors, screening, evidence, and practical actions related to social connection and mental health.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-208,Alcohol Misuse Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to alcohol misuse prevention.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-209,Smoking Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to smoking prevention.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-210,Vaping Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to vaping prevention.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-211,Opioid Misuse Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to opioid misuse prevention.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-212,Prescription Drug Misuse Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to prescription drug misuse prevention.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-213,Cannabis Risk Reduction,"Prevention, risk factors, screening, evidence, and practical actions related to cannabis risk reduction.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-214,Gambling Harm Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to gambling harm prevention.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-215,Digital Well-Being and Mental Health,"Prevention, risk factors, screening, evidence, and practical actions related to digital well-being and mental health.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-216,Workplace Mental Health Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to workplace mental health prevention.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-217,Caregiver Burnout Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to caregiver burnout prevention.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-218,Suicide Risk Awareness,"Prevention, risk factors, screening, evidence, and practical actions related to suicide risk awareness.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-219,Early Mental Health Support,"Prevention, risk factors, screening, evidence, and practical actions related to early mental health support.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-220,Resilience Building,"Prevention, risk factors, screening, evidence, and practical actions related to resilience building.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-221,Healthy Coping Skills,"Prevention, risk factors, screening, evidence, and practical actions related to healthy coping skills.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-222,Stress Management Planning,"Prevention, risk factors, screening, evidence, and practical actions related to stress management planning.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-223,When to Seek Mental Health Care,"Prevention, risk factors, screening, evidence, and practical actions related to when to seek mental health care.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-224,Building a Mental Well-Being Prevention Plan,"Prevention, risk factors, screening, evidence, and practical actions related to building a mental well-being prevention plan.",Disease Prevention,Mental Health and Substance Prevention,pending,,,Foundation,foundational
DIS-225,Preventive Health Checkups,"Prevention, risk factors, screening, evidence, and practical actions related to preventive health checkups.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-226,Shared Decision Making in Screening,"Prevention, risk factors, screening, evidence, and practical actions related to shared decision making in screening.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-227,Understanding Screening Tests,"Prevention, risk factors, screening, evidence, and practical actions related to understanding screening tests.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-228,Screening Benefits and Harms,"Prevention, risk factors, screening, evidence, and practical actions related to screening benefits and harms.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-229,Overdiagnosis,"Prevention, risk factors, screening, evidence, and practical actions related to overdiagnosis.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-230,False Positive Screening Results,"Prevention, risk factors, screening, evidence, and practical actions related to false positive screening results.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-231,Diabetes Screening,"Prevention, risk factors, screening, evidence, and practical actions related to diabetes screening.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-232,Breast Cancer Screening,"Prevention, risk factors, screening, evidence, and practical actions related to breast cancer screening.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-233,Cervical Cancer Screening,"Prevention, risk factors, screening, evidence, and practical actions related to cervical cancer screening.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-234,Lung Cancer Screening,"Prevention, risk factors, screening, evidence, and practical actions related to lung cancer screening.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-235,Prostate Cancer Screening,"Prevention, risk factors, screening, evidence, and practical actions related to prostate cancer screening.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-236,Osteoporosis Screening,"Prevention, risk factors, screening, evidence, and practical actions related to osteoporosis screening.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-237,Vision Screening,"Prevention, risk factors, screening, evidence, and practical actions related to vision screening.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-238,Hearing Screening,"Prevention, risk factors, screening, evidence, and practical actions related to hearing screening.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-239,Dental Prevention,"Prevention, risk factors, screening, evidence, and practical actions related to dental prevention.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-240,Skin Cancer Checks,"Prevention, risk factors, screening, evidence, and practical actions related to skin cancer checks.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-241,Vaccination Schedules for Adults,"Prevention, risk factors, screening, evidence, and practical actions related to vaccination schedules for adults.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-242,Family Health History,"Prevention, risk factors, screening, evidence, and practical actions related to family health history.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-243,Genetic Risk Assessment,"Prevention, risk factors, screening, evidence, and practical actions related to genetic risk assessment.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-244,Medication Review,"Prevention, risk factors, screening, evidence, and practical actions related to medication review.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-245,Preparing for Preventive Care Visits,"Prevention, risk factors, screening, evidence, and practical actions related to preparing for preventive care visits.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-246,Building a Personal Prevention Schedule,"Prevention, risk factors, screening, evidence, and practical actions related to building a personal prevention schedule.",Disease Prevention,Preventive Care and Screening,pending,,,Foundation,foundational
DIS-247,Integrating Disease Prevention: Practical Synthesis 1,"An integrated evidence-based synthesis of disease prevention concepts, priorities, practical application, and safety.",Disease Prevention,Integrated Practice,pending,,,Foundation,foundational
DIS-248,Integrating Disease Prevention: Practical Synthesis 2,"An integrated evidence-based synthesis of disease prevention concepts, priorities, practical application, and safety.",Disease Prevention,Integrated Practice,pending,,,Foundation,foundational
DIS-249,Integrating Disease Prevention: Practical Synthesis 3,"An integrated evidence-based synthesis of disease prevention concepts, priorities, practical application, and safety.",Disease Prevention,Integrated Practice,pending,,,Foundation,foundational
DIS-250,Integrating Disease Prevention: Practical Synthesis 4,"An integrated evidence-based synthesis of disease prevention concepts, priorities, practical application, and safety.",Disease Prevention,Integrated Practice,pending,,,Foundation,foundational
WOM-001,Women's Health Across Adulthood,"Evidence, physiology, prevention, and practical implications of women's health across adulthood.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-002,Female Reproductive Anatomy,"Evidence, physiology, prevention, and practical implications of female reproductive anatomy.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-003,Female Reproductive Hormones,"Evidence, physiology, prevention, and practical implications of female reproductive hormones.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-004,Menstrual Cycle,"Evidence, physiology, prevention, and practical implications of menstrual cycle.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-005,Tracking the Menstrual Cycle,"Evidence, physiology, prevention, and practical implications of tracking the menstrual cycle.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-006,Normal Menstrual Variation,"Evidence, physiology, prevention, and practical implications of normal menstrual variation.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-007,Women's Preventive Care,"Evidence, physiology, prevention, and practical implications of women's preventive care.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-008,Women's Health Screening,"Evidence, physiology, prevention, and practical implications of women's health screening.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-009,Nutrition for Women,"Evidence, physiology, prevention, and practical implications of nutrition for women.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-010,Exercise for Women,"Evidence, physiology, prevention, and practical implications of exercise for women.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-011,Sleep in Women,"Evidence, physiology, prevention, and practical implications of sleep in women.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-012,Stress in Women,"Evidence, physiology, prevention, and practical implications of stress in women.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-013,Body Composition in Women,"Evidence, physiology, prevention, and practical implications of body composition in women.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-014,Bone Health in Women,"Evidence, physiology, prevention, and practical implications of bone health in women.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-015,Cardiovascular Health in Women,"Evidence, physiology, prevention, and practical implications of cardiovascular health in women.",Women's Health,Women's Health Foundations,pending,,,Foundation,foundational
WOM-016,Menstrual Cramps,"Definitions, common causes, evidence-based management, and safety related to menstrual cramps.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-017,Heavy Menstrual Bleeding,"Definitions, common causes, evidence-based management, and safety related to heavy menstrual bleeding.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-018,Irregular Periods,"Definitions, common causes, evidence-based management, and safety related to irregular periods.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-019,Missed Periods,"Definitions, common causes, evidence-based management, and safety related to missed periods.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-020,Premenstrual Syndrome,"Definitions, common causes, evidence-based management, and safety related to premenstrual syndrome.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-021,Premenstrual Dysphoric Disorder,"Definitions, common causes, evidence-based management, and safety related to premenstrual dysphoric disorder.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-022,Menstrual Migraines,"Definitions, common causes, evidence-based management, and safety related to menstrual migraines.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-023,Iron Deficiency and Menstruation,"Definitions, common causes, evidence-based management, and safety related to iron deficiency and menstruation.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-024,Exercise During the Menstrual Cycle,"Definitions, common causes, evidence-based management, and safety related to exercise during the menstrual cycle.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-025,Nutrition During the Menstrual Cycle,"Definitions, common causes, evidence-based management, and safety related to nutrition during the menstrual cycle.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-026,Sleep and the Menstrual Cycle,"Definitions, common causes, evidence-based management, and safety related to sleep and the menstrual cycle.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-027,Stress and the Menstrual Cycle,"Definitions, common causes, evidence-based management, and safety related to stress and the menstrual cycle.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-028,Period Products,"Definitions, common causes, evidence-based management, and safety related to period products.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-029,Menstrual Health Myths,"Definitions, common causes, evidence-based management, and safety related to menstrual health myths.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-030,When Menstrual Symptoms Need Evaluation,"Definitions, common causes, evidence-based management, and safety related to when menstrual symptoms need evaluation.",Women's Health,Menstrual Health,pending,,,Foundation,foundational
WOM-031,Female Fertility,"Evidence, practical guidance, and safety considerations for female fertility.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-032,Age and Fertility,"Evidence, practical guidance, and safety considerations for age and fertility.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-033,Ovulation,"Evidence, practical guidance, and safety considerations for ovulation.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-034,Preconception Health,"Evidence, practical guidance, and safety considerations for preconception health.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-035,Nutrition Before Pregnancy,"Evidence, practical guidance, and safety considerations for nutrition before pregnancy.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-036,Exercise Before Pregnancy,"Evidence, practical guidance, and safety considerations for exercise before pregnancy.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-037,Folic Acid and Pregnancy,"Evidence, practical guidance, and safety considerations for folic acid and pregnancy.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-038,Healthy Weight Before Pregnancy,"Evidence, practical guidance, and safety considerations for healthy weight before pregnancy.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-039,Pregnancy Nutrition,"Evidence, practical guidance, and safety considerations for pregnancy nutrition.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-040,Exercise During Pregnancy,"Evidence, practical guidance, and safety considerations for exercise during pregnancy.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-041,Sleep During Pregnancy,"Evidence, practical guidance, and safety considerations for sleep during pregnancy.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-042,Pregnancy Weight Gain,"Evidence, practical guidance, and safety considerations for pregnancy weight gain.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-043,Gestational Diabetes Prevention,"Evidence, practical guidance, and safety considerations for gestational diabetes prevention.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-044,High Blood Pressure in Pregnancy,"Evidence, practical guidance, and safety considerations for high blood pressure in pregnancy.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-045,Postpartum Recovery,"Evidence, practical guidance, and safety considerations for postpartum recovery.",Women's Health,Fertility and Pregnancy,pending,,,Foundation,foundational
WOM-046,Postpartum Nutrition,"Evidence-based information, recovery, and safety related to postpartum nutrition.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-047,Postpartum Exercise,"Evidence-based information, recovery, and safety related to postpartum exercise.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-048,Postpartum Sleep,"Evidence-based information, recovery, and safety related to postpartum sleep.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-049,Breastfeeding Nutrition,"Evidence-based information, recovery, and safety related to breastfeeding nutrition.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-050,Breastfeeding and Hydration,"Evidence-based information, recovery, and safety related to breastfeeding and hydration.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-051,Returning to Exercise After Birth,"Evidence-based information, recovery, and safety related to returning to exercise after birth.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-052,Pelvic Floor Recovery,"Evidence-based information, recovery, and safety related to pelvic floor recovery.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-053,Diastasis Recti,"Evidence-based information, recovery, and safety related to diastasis recti.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-054,Postpartum Mood Changes,"Evidence-based information, recovery, and safety related to postpartum mood changes.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-055,Postpartum Depression,"Evidence-based information, recovery, and safety related to postpartum depression.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-056,Postpartum Anxiety,"Evidence-based information, recovery, and safety related to postpartum anxiety.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-057,Body Image After Pregnancy,"Evidence-based information, recovery, and safety related to body image after pregnancy.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-058,Weight Change After Pregnancy,"Evidence-based information, recovery, and safety related to weight change after pregnancy.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-059,Balancing Health and Parenting,"Evidence-based information, recovery, and safety related to balancing health and parenting.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-060,When Postpartum Symptoms Need Care,"Evidence-based information, recovery, and safety related to when postpartum symptoms need care.",Women's Health,Postpartum and Parenting,pending,,,Foundation,foundational
WOM-061,Perimenopause,"Physiology, evidence, management options, and practical implications of perimenopause.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-062,Menopause,"Physiology, evidence, management options, and practical implications of menopause.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-063,Menopause Symptoms,"Physiology, evidence, management options, and practical implications of menopause symptoms.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-064,Hot Flashes,"Physiology, evidence, management options, and practical implications of hot flashes.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-065,Night Sweats,"Physiology, evidence, management options, and practical implications of night sweats.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-066,Sleep During Menopause,"Physiology, evidence, management options, and practical implications of sleep during menopause.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-067,Weight Change During Menopause,"Physiology, evidence, management options, and practical implications of weight change during menopause.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-068,Body Composition During Menopause,"Physiology, evidence, management options, and practical implications of body composition during menopause.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-069,Bone Loss During Menopause,"Physiology, evidence, management options, and practical implications of bone loss during menopause.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-070,Cardiovascular Risk After Menopause,"Physiology, evidence, management options, and practical implications of cardiovascular risk after menopause.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-071,Exercise During Menopause,"Physiology, evidence, management options, and practical implications of exercise during menopause.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-072,Nutrition During Menopause,"Physiology, evidence, management options, and practical implications of nutrition during menopause.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-073,Protein During Menopause,"Physiology, evidence, management options, and practical implications of protein during menopause.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-074,Menopause Hormone Therapy,"Physiology, evidence, management options, and practical implications of menopause hormone therapy.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-075,Nonhormonal Menopause Treatments,"Physiology, evidence, management options, and practical implications of nonhormonal menopause treatments.",Women's Health,Perimenopause and Menopause,pending,,,Foundation,foundational
WOM-076,Polycystic Ovary Syndrome,"Definitions, risk factors, symptoms, management, and safety considerations for polycystic ovary syndrome.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-077,Endometriosis,"Definitions, risk factors, symptoms, management, and safety considerations for endometriosis.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-078,Uterine Fibroids,"Definitions, risk factors, symptoms, management, and safety considerations for uterine fibroids.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-079,Ovarian Cysts,"Definitions, risk factors, symptoms, management, and safety considerations for ovarian cysts.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-080,Pelvic Pain,"Definitions, risk factors, symptoms, management, and safety considerations for pelvic pain.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-081,Vaginal Dryness,"Definitions, risk factors, symptoms, management, and safety considerations for vaginal dryness.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
WOM-082,Urinary Tract Infections,"Definitions, risk factors, symptoms, management, and safety considerations for urinary tract infections.",Women's Health,Common Women's Conditions,pending,,,Foundation,foundational
